#Al mole fraction	$Vac_{Al}$	$Vac_{Ni}$	$Ni_{Al}$	$Al_{Ni}$
0.49	1.35687900853	0.697583710386	0.336470758149	2.33881613185
0.490166666667	1.35760918698	0.69688193176	0.337902715225	2.33738417478
0.490333333333	1.35835138928	0.696168121038	0.339358728244	2.33592816176
0.4905	1.35910602441	0.695441868875	0.340839615539	2.33444727446
0.490666666667	1.35987352252	0.694702744762	0.342346237758	2.33294065224
0.490833333333	1.36065433636	0.693950295539	0.343879500817	2.33140738918
0.491	1.36144894291	0.693184043793	0.345440359122	2.32984653088
0.491166666667	1.36225784517	0.692403486095	0.347029819078	2.32825707092
0.491333333333	1.36308157401	0.691608091087	0.348648942922	2.32663794708
0.4915	1.3639206903	0.690797297383	0.350298852913	2.32498803709
0.491666666667	1.3647757872	0.689970511275	0.351980735922	2.32330615408
0.491833333333	1.36564749268	0.68912710421	0.353695848467	2.32159104153
0.492	1.36653647227	0.688266410028	0.355445522245	2.31984136775
0.492166666667	1.36744343213	0.687387721907	0.357231170226	2.31805571977
0.492333333333	1.36836912238	0.686490289008	0.35905429337	2.31623259663
0.4925	1.36931434081	0.685573312757	0.36091648805	2.31437040195
0.492666666667	1.37027993701	0.684635942733	0.362819454274	2.31246743573
0.492833333333	1.37126681691	0.683677272104	0.364765004805	2.31052188519
0.493	1.37227594786	0.682696332556	0.366755075302	2.3085318147
0.493166666667	1.37330836426	0.681692088634	0.368791735622	2.30649515438
0.493333333333	1.37436517387	0.680663431432	0.370877202441	2.30440968756
0.4935	1.37544756491	0.679609171513	0.373013853394	2.30227303661
0.493666666667	1.37655681391	0.678528030975	0.375204242938	2.30008264706
0.493833333333	1.37769429473	0.677418634516	0.377451120213	2.29783576979
0.494	1.37886148855	0.676279499341	0.379757449204	2.2955294408
0.494166666667	1.38005999531	0.675109023751	0.382126431555	2.29316045845
0.494333333333	1.38129154665	0.673905474177	0.384561532477	2.29072535752
0.4945	1.38255802068	0.672666970411	0.387066510265	2.28822037974
0.494666666667	1.38386145875	0.671391468735	0.389645450016	2.28564143998
0.494833333333	1.38520408488	0.670076742564	0.392302802314	2.28298408769
0.495	1.38658832792	0.668720360164	0.395043427754	2.28024346225
0.495166666667	1.38801684731	0.667319658907	0.397872648399	2.2774142416
0.495333333333	1.38949256287	0.665871715392	0.400796307481	2.27449058252
0.4955	1.39101868961	0.664373310627	0.403820838987	2.27146605101
0.495666666667	1.39259877838	0.662820889262	0.406953349118	2.26833354088
0.495833333333	1.39423676376	0.661210511633	0.410201712126	2.26508517787
0.496	1.39593702068	0.659537797053	0.413574683629	2.26171220637
0.496166666667	1.39770443173	0.657797856385	0.417082035341	2.25820485466
0.496333333333	1.39954446759	0.655985211425	0.420734716167	2.25455217383
0.4965	1.40146328392	0.654093697893	0.424545046032	2.25074184397
0.496666666667	1.40346783855	0.652116347969	0.428526950585	2.24675993942
0.496833333333	1.40556603446	0.650045247051	0.432696247406	2.24259064259
0.497	1.40776689537	0.647871357785	0.437070997585	2.23821589242
0.497166666667	1.4100807832	0.645584302198	0.441671940997	2.233614949
0.497333333333	1.41251966944	0.643172089686	0.446523039751	2.22876385025
0.4975	1.41509747708	0.640620774366	0.451652162709	2.22363472729
0.497666666667	1.41783051527	0.637914019378	0.457091955888	2.21819493411
0.497833333333	1.42073803755	0.635032537317	0.462880960234	2.21240592977
0.498	1.42384296618	0.631953364087	0.469065062096	2.2062218279
0.498166666667	1.42717284212	0.628648906391	0.475699395734	2.19958749427
0.498333333333	1.43076108457	0.625085678668	0.482850865906	2.19243602409
0.4985	1.43464867845	0.621222610614	0.490601527835	2.18468536217
0.498666666667	1.43888645611	0.617008758148	0.499053157958	2.17623373204
0.498833333333	1.44353820231	0.612380187666	0.508333474642	2.16695341536
0.499	1.44868488078	0.607255733178	0.518604607598	2.1566822824
0.499166666667	1.45443031671	0.60153128868	0.53007448803	2.14521240197
0.499333333333	1.46090853172	0.59507243415	0.543011557574	2.13227533243
0.4995	1.46829218257	0.587705935858	0.557761706715	2.11752518328
0.499666666667	1.47679898887	0.579213226489	0.57476122238	2.10052566762
0.499833333333	1.48668572318	0.569336289759	0.594524893417	2.08076199658
0.5	1.49820280416	0.557822950862	0.617555313294	2.05773157671
0.500166666667	1.51146267405	0.544558565218	0.644079568832	2.03120732117
0.500333333333	1.52621372606	0.529792687627	0.673596498432	2.00169039157
0.5005	1.54170992244	0.514270628406	0.70461475403	1.97067213597
0.500666666667	1.55697297317	0.498971959854	0.735176473311	1.94011041669
0.500833333333	1.5712646402	0.484637420074	0.763802680131	1.91148420987
0.501	1.58427016038	0.47158419938	0.789861420996	1.885425469
0.501166666667	1.5959754393	0.459828157136	0.813322742167	1.86196414783
0.501333333333	1.60650034446	0.449250557005	0.834425247452	1.84086164255
0.5015	1.61599992581	0.43969704453	0.853478341276	1.82180854872
0.501666666667	1.62462272643	0.431019504384	0.870778682045	1.80450820795
0.501833333333	1.63249769218	0.423089258722	0.886583893463	1.78870299654
0.502	1.63973260022	0.415798702642	0.901109357581	1.77417753242
0.502166666667	1.64641635549	0.409059044926	0.914532770563	1.76075411944
0.502333333333	1.6526221542	0.40279716642	0.92700044778	1.74828644222
0.5025	1.65841046608	0.396952650908	0.938633275175	1.73665361483
0.502666666667	1.66383154475	0.391475282759	0.949531721988	1.72575516801
0.502833333333	1.66892744807	0.386323031601	0.959779876472	1.71550701353
0.503	1.67373363496	0.381460458827	0.969448636132	1.70583825387
0.503166666667	1.67828022006	0.376857464984	0.978598215081	1.69668867492
