#Al mole fraction	$Vac_{Al}$	$Vac_{Ni}$	$Ni_{Al}$	$Al_{Ni}$
0.500833333333	1.20551869752e-08	0.00361022823266	0.000141450188208	2.32564067034e-10
0.501	1.03664249351e-08	0.00420068389396	0.000104537772714	3.14682723751e-10
0.501166666667	9.0497585434e-09	0.00481468471247	7.96220539023e-05	4.13154766051e-10
0.501333333333	8.00928594971e-09	0.00544347981104	6.2327745766e-05	5.27794333778e-10
0.5015	7.1732837707e-09	0.00608168896227	4.99640970938e-05	6.58397388644e-10
0.501666666667	6.49024370732e-09	0.0067260034698	4.08759778281e-05	8.04781507389e-10
0.501833333333	5.92342535753e-09	0.00737435040673	3.40261950515e-05	9.66791350098e-10
0.502	5.4464131774e-09	0.00802539762847	2.87480414725e-05	1.1442946847e-09
0.502166666667	5.03994662909e-09	0.00867826569892	2.46012532666e-05	1.33717704119e-09
0.502333333333	4.68975424711e-09	0.0093323587303	2.12874135893e-05	1.54533715026e-09
0.5025	4.38508760911e-09	0.00998726306106	1.8599275288e-05	1.76868348595e-09
0.502666666667	4.11772403901e-09	0.010642685105	1.63896720066e-05	2.00713174975e-09
0.502833333333	3.88128034332e-09	0.0112984122779	1.45519713795e-05	2.26060306158e-09
0.503	3.67073383163e-09	0.011954287839	1.30074876733e-05	2.52902265824e-09
0.503166666667	3.48208294336e-09	0.0126101943194	1.1697190692e-05	2.81231895065e-09
0.503333333333	3.31210315913e-09	0.0132660423767	1.05761283283e-05	3.11042283446e-09
0.5035	3.15816888574e-09	0.0139217631491	9.6096008045e-06	3.42326718058e-09
0.503666666667	3.01812168553e-09	0.0145773029175	8.77048892356e-06	3.75078645435e-09
0.503833333333	2.89017152418e-09	0.015232619315	8.03735713474e-06	4.09291642775e-09
0.504	2.77282186341e-09	0.0158876785948	7.39308605485e-06	4.44959395961e-09
0.504166666667	2.6648121962e-09	0.0165424536329	6.82387273218e-06	4.82075682587e-09
0.504333333333	2.56507349679e-09	0.0171969224494	6.31849022264e-06	5.20634358737e-09
0.5045	2.47269334262e-09	0.0178510670992	5.86773260018e-06	5.60629348574e-09
0.504666666667	2.38688835737e-09	0.0185048728324	5.46399430901e-06	6.02054636079e-09
0.504833333333	2.30698225165e-09	0.0191583274506	5.10094802796e-06	6.44904258428e-09
0.505	2.23238818391e-09	0.0198114208097	4.77329559257e-06	6.89172300657e-09
0.505166666667	2.16259448541e-09	0.0204641444314	4.47657367093e-06	7.34852891311e-09
0.505333333333	2.09715302635e-09	0.0211164911983	4.20700088056e-06	7.81940198884e-09
0.5055	2.03566967187e-09	0.0217684551116	3.96135656106e-06	8.30428428883e-09
0.505666666667	1.97779640411e-09	0.0224200310979	3.73688393744e-06	8.8031182138e-09
0.505833333333	1.92322478129e-09	0.0230712148536	3.53121222949e-06	9.3158464897e-09
0.506	1.87168047709e-09	0.023722002719	3.34229359118e-06	9.84241215054e-09
0.506166666667	1.82291869826e-09	0.0243723915756	3.16835174169e-06	1.03827585238e-08
0.506333333333	1.77672032016e-09	0.0250223787627	3.00783987723e-06	1.0936829218e-08
0.5065	1.73288861278e-09	0.0256719620071	2.85940599696e-06	1.15045681122e-08
0.506666666667	1.69124645453e-09	0.026321139367	2.72186418833e-06	1.20859193466e-08
0.506833333333	1.65163395147e-09	0.0269699091834	2.59417073005e-06	1.26808273146e-08
0.507	1.61390639468e-09	0.0276182700405	2.47540411109e-06	1.32892366564e-08
0.507166666667	1.57793250121e-09	0.0282662207325	2.36474824956e-06	1.3911092252e-08
0.507333333333	1.54359289374e-09	0.0289137602348	2.26147833913e-06	1.45463392168e-08
0.5075	1.51077878206e-09	0.0295608876808	2.16494886333e-06	1.51949228962e-08
0.507666666667	1.4793908158e-09	0.0302076023407	2.07458340649e-06	1.58567888616e-08
0.507833333333	1.44933808306e-09	0.030853903605	1.98986596009e-06	1.65318829069e-08
0.508	1.42053723378e-09	0.031499790969	1.91033347893e-06	1.72201510444e-08
0.508166666667	1.39291171e-09	0.0321452640204	1.83556948595e-06	1.79215395027e-08
0.508333333333	1.3663910683e-09	0.0327903224283	1.76519856017e-06	1.8635994723e-08
0.5085	1.34091038165e-09	0.0334349659335	1.69888157122e-06	1.93634633572e-08
0.508666666667	1.31640971009e-09	0.0340791943403	1.63631154698e-06	2.01038922651e-08
0.508833333333	1.2928336312e-09	0.0347230075097	1.57721008008e-06	2.08572285125e-08
0.509	1.27013082253e-09	0.0353664053525	1.52132419441e-06	2.16234193694e-08
0.509166666667	1.2482536896e-09	0.0360093878243	1.46842360549e-06	2.24024123077e-08
0.509333333333	1.22715803355e-09	0.0366519549207	1.41829831925e-06	2.31941549997e-08
0.5095	1.20680275378e-09	0.0372941066729	1.37075652214e-06	2.39985953166e-08
0.509666666667	1.18714958121e-09	0.0379358431442	1.32562272296e-06	2.48156813268e-08
0.509833333333	1.16816283873e-09	0.0385771644263	1.28273611257e-06	2.56453612946e-08
0.51	1.14980922542e-09	0.0392180706371	1.2419491129e-06	2.64875836785e-08
